ticker,name,asset_class,index_membership,sector,market_cap_bucket,status,validated,validation_error
GOOS,,equity,RUSSELL_2000,Equity,,active,not_checked,
GPC,,equity,SP_500,Equity,,active,not_checked,
GPS,,equity,SP_500,Equity,,active,not_checked,
GRMN,,equity,SP_500,Equity,,active,not_checked,
GRUB,,equity,RUSSELL_2000,Equity,,active,not_checked,
GS,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
GTLB,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
GTLS,,equity,RUSSELL_2000,Equity,,active,not_checked,
GWRE,,equity,RUSSELL_2000,Equity,,active,not_checked,
GWW,,equity,SP_500,Equity,,active,not_checked,
HA,,equity,RUSSELL_3000,Equity,,active,not_checked,
HAL,,equity,SP_500,Equity,,active,not_checked,
HAS,,equity,SP_500,Equity,,active,not_checked,
HBAN,,equity,SP_500,Equity,,active,not_checked,
HBI,,equity,RUSSELL_2000,Equity,,active,not_checked,
HCA,,equity,SP_500,Equity,,active,not_checked,
HD,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
HES,,equity,SP_500,Equity,,active,not_checked,
HI,,equity,RUSSELL_2000,Equity,,active,not_checked,
HIBB,,equity,RUSSELL_2000,Equity,,active,not_checked,
HIG,,equity,SP_500,Equity,,active,not_checked,
HII,,equity,SP_500,Equity,,active,not_checked,
HLT,,equity,SP_500,Equity,,active,not_checked,
HOLX,,equity,SP_500,Equity,,active,not_checked,
HON,,equity,"DOW_JONES,NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
HPE,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
HPQ,,equity,SP_500,Equity,,active,not_checked,
HRL,,equity,SP_500,Equity,,active,not_checked,
HST,,equity,SP_500,Equity,,active,not_checked,
HSTM,,equity,RUSSELL_2000,Equity,,active,not_checked,
HSY,,equity,SP_500,Equity,,active,not_checked,
HUBB,,equity,RUSSELL_2000,Equity,,active,not_checked,
HUBG,,equity,RUSSELL_2000,Equity,,active,not_checked,
HUBS,,equity,RUSSELL_3000,Equity,,active,not_checked,
HUM,,equity,SP_500,Equity,,active,not_checked,
HUT,,equity,RUSSELL_2000,Equity,,active,not_checked,
HWM,,equity,SP_500,Equity,,active,not_checked,
HYLN,,equity,RUSSELL_2000,Equity,,active,not_checked,
IBM,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
ICE,,equity,SP_500,Equity,,active,not_checked,
IDXX,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
IEX,,equity,SP_500,Equity,,active,not_checked,
IFF,,equity,SP_500,Equity,,active,not_checked,
ILMN,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
INFN,,equity,RUSSELL_2000,Equity,,active,not_checked,
INST,,equity,RUSSELL_2000,Equity,,active,not_checked,
INTC,,equity,"DOW_JONES,NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
INTU,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
INVH,,equity,SP_500,Equity,,active,not_checked,
IONQ,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
IP,,equity,SP_500,Equity,,active,not_checked,
IPG,,equity,SP_500,Equity,,active,not_checked,
IQV,,equity,SP_500,Equity,,active,not_checked,
IR,,equity,SP_500,Equity,,active,not_checked,
IRDM,,equity,RUSSELL_2000,Equity,,active,not_checked,
IREN,,equity,RUSSELL_2000,Equity,,active,not_checked,
IRM,,equity,SP_500,Equity,,active,not_checked,
ISRG,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
ITRI,,equity,RUSSELL_2000,Equity,,active,not_checked,
ITW,,equity,SP_500,Equity,,active,not_checked,
IVZ,,equity,SP_500,Equity,,active,not_checked,
J,,equity,SP_500,Equity,,active,not_checked,
JBHT,,equity,SP_500,Equity,,active,not_checked,
JBLU,,equity,RUSSELL_3000,Equity,,active,not_checked,
JBT,,equity,RUSSELL_2000,Equity,,active,not_checked,
JCI,,equity,SP_500,Equity,,active,not_checked,
JD,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
JKHY,,equity,SP_500,Equity,,active,not_checked,
JNJ,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
JNPR,,equity,SP_500,Equity,,active,not_checked,
JPM,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
JWN,,equity,SP_500,Equity,,active,not_checked,
K,,equity,SP_500,Equity,,active,not_checked,
KAI,,equity,RUSSELL_2000,Equity,,active,not_checked,
KALU,,equity,RUSSELL_2000,Equity,,active,not_checked,
KBR,,equity,RUSSELL_2000,Equity,,active,not_checked,
KDP,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
KEY,,equity,SP_500,Equity,,active,not_checked,
KEYS,,equity,SP_500,Equity,,active,not_checked,
KHC,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
KIM,,equity,SP_500,Equity,,active,not_checked,
KLAC,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
KMB,,equity,SP_500,Equity,,active,not_checked,
KMI,,equity,SP_500,Equity,,active,not_checked,
KMT,,equity,RUSSELL_2000,Equity,,active,not_checked,
KMX,,equity,SP_500,Equity,,active,not_checked,
KO,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
KOSS,,equity,RUSSELL_2000,Equity,,active,not_checked,
KSS,,equity,SP_500,Equity,,active,not_checked,
L,,equity,SP_500,Equity,,active,not_checked,
LCID,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
LECO,,equity,RUSSELL_2000,Equity,,active,not_checked,
LEN,,equity,SP_500,Equity,,active,not_checked,
LEVI,,equity,RUSSELL_2000,Equity,,active,not_checked,
LH,,equity,SP_500,Equity,,active,not_checked,
LHX,,equity,SP_500,Equity,,active,not_checked,
LI,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
LII,,equity,RUSSELL_2000,Equity,,active,not_checked,
LIN,,equity,SP_500,Equity,,active,not_checked,
LITE,,equity,RUSSELL_2000,Equity,,active,not_checked,
LKQ,,equity,SP_500,Equity,,active,not_checked,
LLY,,equity,SP_500,Equity,,active,not_checked,
LMT,,equity,SP_500,Equity,,active,not_checked,
LNG,,equity,SP_500,Equity,,active,not_checked,
LNT,,equity,SP_500,Equity,,active,not_checked,
LOW,,equity,SP_500,Equity,,active,not_checked,
LRCX,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
LRN,,equity,RUSSELL_2000,Equity,,active,not_checked,
LULU,,equity,"NASDAQ_COMPOSITE,RUSSELL_2000",Equity,,active,not_checked,
LUMN,,equity,RUSSELL_2000,Equity,,active,not_checked,
LUV,,equity,RUSSELL_3000,Equity,,active,not_checked,
LVS,,equity,SP_500,Equity,,active,not_checked,
LYB,,equity,SP_500,Equity,,active,not_checked,
LYFT,,equity,RUSSELL_2000,Equity,,active,not_checked,
LYV,,equity,SP_500,Equity,,active,not_checked,
LZB,,equity,RUSSELL_2000,Equity,,active,not_checked,
M,,equity,SP_500,Equity,,active,not_checked,
MA,,equity,SP_500,Equity,,active,not_checked,
MAA,,equity,SP_500,Equity,,active,not_checked,
MAR,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
MARA,,equity,RUSSELL_2000,Equity,,active,not_checked,
MAS,,equity,SP_500,Equity,,active,not_checked,
MATW,,equity,RUSSELL_2000,Equity,,active,not_checked,
MBUU,,equity,RUSSELL_2000,Equity,,active,not_checked,
MCD,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
MCHP,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
MCK,,equity,SP_500,Equity,,active,not_checked,
MCO,,equity,SP_500,Equity,,active,not_checked,
MDB,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
MDLZ,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
MDT,,equity,SP_500,Equity,,active,not_checked,
MELI,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
META,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
MGM,,equity,SP_500,Equity,,active,not_checked,
MGNI,,equity,RUSSELL_2000,Equity,,active,not_checked,
MHK,,equity,SP_500,Equity,,active,not_checked,
MIDD,,equity,RUSSELL_2000,Equity,,active,not_checked,
MIME,,equity,RUSSELL_2000,Equity,,active,not_checked,
MITK,,equity,RUSSELL_2000,Equity,,active,not_checked,
MKC,,equity,SP_500,Equity,,active,not_checked,
MKTX,,equity,SP_500,Equity,,active,not_checked,
MLI,,equity,RUSSELL_2000,Equity,,active,not_checked,
MLM,,equity,SP_500,Equity,,active,not_checked,
MMC,,equity,SP_500,Equity,,active,not_checked,
MMM,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
MNST,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
MO,,equity,SP_500,Equity,,active,not_checked,
MOH,,equity,SP_500,Equity,,active,not_checked,
MOS,,equity,SP_500,Equity,,active,not_checked,
MPC,,equity,SP_500,Equity,,active,not_checked,
MPWR,,equity,SP_500,Equity,,active,not_checked,
MRK,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
MRNA,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
MRO,,equity,SP_500,Equity,,active,not_checked,
MRVL,,equity,SP_500,Equity,,active,not_checked,
MS,,equity,SP_500,Equity,,active,not_checked,
MSA,,equity,RUSSELL_2000,Equity,,active,not_checked,
MSCI,,equity,SP_500,Equity,,active,not_checked,
MSFT,,equity,"DOW_JONES,NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
MTB,,equity,SP_500,Equity,,active,not_checked,
MTCH,,equity,SP_500,Equity,,active,not_checked,
MTD,,equity,SP_500,Equity,,active,not_checked,
MTZ,,equity,RUSSELL_2000,Equity,,active,not_checked,
MU,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
MULN,,equity,RUSSELL_2000,Equity,,active,not_checked,
NAKD,,equity,RUSSELL_2000,Equity,,active,not_checked,
NCLH,,equity,SP_500,Equity,,active,not_checked,
NDAQ,,equity,SP_500,Equity,,active,not_checked,
NDSN,,equity,SP_500,Equity,,active,not_checked,
NEE,,equity,SP_500,Equity,,active,not_checked,
NEM,,equity,SP_500,Equity,,active,not_checked,
NET,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
NEWR,,equity,RUSSELL_2000,Equity,,active,not_checked,
NFLX,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
NI,,equity,SP_500,Equity,,active,not_checked,
NKE,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
NKLA,,equity,RUSSELL_2000,Equity,,active,not_checked,
NLS,,equity,RUSSELL_2000,Equity,,active,not_checked,
NOC,,equity,SP_500,Equity,,active,not_checked,
NOVT,,equity,RUSSELL_2000,Equity,,active,not_checked,
NOW,,equity,SP_500,Equity,,active,not_checked,
NPO,,equity,RUSSELL_2000,Equity,,active,not_checked,
NRG,,equity,SP_500,Equity,,active,not_checked,
NSC,,equity,SP_500,Equity,,active,not_checked,
NSIT,,equity,RUSSELL_2000,Equity,,active,not_checked,
NTAP,,equity,SP_500,Equity,,active,not_checked,
NTCT,,equity,RUSSELL_2000,Equity,,active,not_checked,
NTES,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
NTLA,,equity,RUSSELL_3000,Equity,,active,not_checked,
NTNX,,equity,RUSSELL_2000,Equity,,active,not_checked,
NTRA,,equity,RUSSELL_3000,Equity,,active,not_checked,
NTRS,,equity,SP_500,Equity,,active,not_checked,
NUE,,equity,SP_500,Equity,,active,not_checked,
NVAX,,equity,RUSSELL_3000,Equity,,active,not_checked,
NVDA,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
NVR,,equity,SP_500,Equity,,active,not_checked,
NVTA,,equity,RUSSELL_3000,Equity,,active,not_checked,
NWPX,,equity,RUSSELL_2000,Equity,,active,not_checked,
NWSA,,equity,SP_500,Equity,,active,not_checked,
NXPI,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
O,,equity,SP_500,Equity,,active,not_checked,
ODFL,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
ODP,,equity,RUSSELL_2000,Equity,,active,not_checked,
OKE,,equity,SP_500,Equity,,active,not_checked,
OKTA,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
OLLI,,equity,RUSSELL_2000,Equity,,active,not_checked,
OMC,,equity,SP_500,Equity,,active,not_checked,
ON,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
ONB,,equity,RUSSELL_2000,Equity,,active,not_checked,
ONON,,equity,RUSSELL_2000,Equity,,active,not_checked,
ONTO,,equity,RUSSELL_2000,Equity,,active,not_checked,
ORCL,,equity,SP_500,Equity,,active,not_checked,
ORLY,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
OSIS,,equity,RUSSELL_2000,Equity,,active,not_checked,
OSK,,equity,RUSSELL_2000,Equity,,active,not_checked,
OSTK,,equity,RUSSELL_2000,Equity,,active,not_checked,
OTIS,,equity,SP_500,Equity,,active,not_checked,
OXY,,equity,SP_500,Equity,,active,not_checked,
PACB,,equity,RUSSELL_3000,Equity,,active,not_checked,
PACW,,equity,RUSSELL_2000,Equity,,active,not_checked,
PANW,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
PARA,,equity,SP_500,Equity,,active,not_checked,
PATH,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
PAYC,,equity,SP_500,Equity,,active,not_checked,
PAYX,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
PCAR,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
PCTY,,equity,RUSSELL_2000,Equity,,active,not_checked,
PDD,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
PDFS,,equity,RUSSELL_2000,Equity,,active,not_checked,
PEG,,equity,SP_500,Equity,,active,not_checked,
PEP,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
PETS,,equity,RUSSELL_2000,Equity,,active,not_checked,
PFE,,equity,SP_500,Equity,,active,not_checked,
PFG,,equity,SP_500,Equity,,active,not_checked,
PG,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
PH,,equity,SP_500,Equity,,active,not_checked,
PHM,,equity,SP_500,Equity,,active,not_checked,
PING,,equity,RUSSELL_2000,Equity,,active,not_checked,
PKG,,equity,SP_500,Equity,,active,not_checked,
PKI,,equity,SP_500,Equity,,active,not_checked,
PLAY,,equity,RUSSELL_2000,Equity,,active,not_checked,
PLD,,equity,SP_500,Equity,,active,not_checked,
PLNT,,equity,RUSSELL_2000,Equity,,active,not_checked,
PLTR,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
PLUG,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
PM,,equity,SP_500,Equity,,active,not_checked,
PNC,,equity,SP_500,Equity,,active,not_checked,
PNR,,equity,SP_500,Equity,,active,not_checked,
PNW,,equity,SP_500,Equity,,active,not_checked,
PODD,,equity,SP_500,Equity,,active,not_checked,
POOL,,equity,SP_500,Equity,,active,not_checked,
PPG,,equity,SP_500,Equity,,active,not_checked,
PPL,,equity,SP_500,Equity,,active,not_checked,
PRIM,,equity,RUSSELL_2000,Equity,,active,not_checked,
PRPL,,equity,RUSSELL_2000,Equity,,active,not_checked,
PRU,,equity,SP_500,Equity,,active,not_checked,
PSA,,equity,SP_500,Equity,,active,not_checked,
PSTG,,equity,RUSSELL_2000,Equity,,active,not_checked,
PSX,,equity,SP_500,Equity,,active,not_checked,
PTC,,equity,RUSSELL_2000,Equity,,active,not_checked,
PTON,,equity,RUSSELL_2000,Equity,,active,not_checked,
PVH,,equity,SP_500,Equity,,active,not_checked,
PWR,,equity,SP_500,Equity,,active,not_checked,
PXD,,equity,SP_500,Equity,,active,not_checked,
PYPL,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
QBTS,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
QCOM,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
QTWO,,equity,RUSSELL_2000,Equity,,active,not_checked,
R,,equity,RUSSELL_2000,Equity,,active,not_checked,
RAMP,,equity,RUSSELL_2000,Equity,,active,not_checked,
RBC,,equity,RUSSELL_2000,Equity,,active,not_checked,
RBLX,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
RCL,,equity,SP_500,Equity,,active,not_checked,
RE,,equity,SP_500,Equity,,active,not_checked,
REAL,,equity,RUSSELL_2000,Equity,,active,not_checked,
REG,,equity,SP_500,Equity,,active,not_checked,
REGN,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
RF,,equity,SP_500,Equity,,active,not_checked,
RGTI,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
RH,,equity,RUSSELL_2000,Equity,,active,not_checked,
RIDE,,equity,RUSSELL_2000,Equity,,active,not_checked,
RIOT,,equity,RUSSELL_2000,Equity,,active,not_checked,
RIVN,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
RJF,,equity,SP_500,Equity,,active,not_checked,
RL,,equity,SP_500,Equity,,active,not_checked,
RMD,,equity,SP_500,Equity,,active,not_checked,
RNG,,equity,RUSSELL_2000,Equity,,active,not_checked,
ROK,,equity,SP_500,Equity,,active,not_checked,
ROST,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
RPD,,equity,RUSSELL_2000,Equity,,active,not_checked,
RSG,,equity,SP_500,Equity,,active,not_checked,
RTX,,equity,SP_500,Equity,,active,not_checked,
RUN,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
RVLV,,equity,RUSSELL_2000,Equity,,active,not_checked,
RXO,,equity,RUSSELL_2000,Equity,,active,not_checked,
RXT,,equity,RUSSELL_2000,Equity,,active,not_checked,
S,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
SABR,,equity,RUSSELL_2000,Equity,,active,not_checked,
SAIA,,equity,RUSSELL_2000,Equity,,active,not_checked,
SAIC,,equity,RUSSELL_2000,Equity,,active,not_checked,
SATS,,equity,RUSSELL_2000,Equity,,active,not_checked,
SAVE,,equity,RUSSELL_3000,Equity,,active,not_checked,
SBAC,,equity,SP_500,Equity,,active,not_checked,
SBNY,,equity,RUSSELL_2000,Equity,,active,not_checked,
SBUX,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
SCHW,,equity,SP_500,Equity,,active,not_checked,
SEDG,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
SEE,,equity,SP_500,Equity,,active,not_checked,
SFIX,,equity,RUSSELL_2000,Equity,,active,not_checked,
SGEN,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
SHAK,,equity,RUSSELL_2000,Equity,,active,not_checked,
SHOP,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
SHW,,equity,SP_500,Equity,,active,not_checked,
SIRI,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
SIVB,,equity,SP_500,Equity,,active,not_checked,
SJM,,equity,SP_500,Equity,,active,not_checked,
SKIN,,equity,RUSSELL_2000,Equity,,active,not_checked,
SKYW,,equity,RUSSELL_3000,Equity,,active,not_checked,
SLB,,equity,SP_500,Equity,,active,not_checked,
SLGN,,equity,RUSSELL_2000,Equity,,active,not_checked,
SMAR,,equity,RUSSELL_2000,Equity,,active,not_checked,
SMCI,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
SNA,,equity,SP_500,Equity,,active,not_checked,
SNDL,,equity,RUSSELL_2000,Equity,,active,not_checked,
SNOW,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
SNPS,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
SNV,,equity,RUSSELL_2000,Equity,,active,not_checked,
SO,,equity,SP_500,Equity,,active,not_checked,
SOFI,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
SOUN,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
SPG,,equity,SP_500,Equity,,active,not_checked,
SPGI,,equity,SP_500,Equity,,active,not_checked,
SPR,,equity,RUSSELL_2000,Equity,,active,not_checked,
SPSC,,equity,RUSSELL_2000,Equity,,active,not_checked,
SPWR,,equity,RUSSELL_2000,Equity,,active,not_checked,
SQ,,equity,SP_500,Equity,,active,not_checked,
SRE,,equity,SP_500,Equity,,active,not_checked,
SSTK,,equity,RUSSELL_2000,Equity,,active,not_checked,
SSYS,,equity,RUSSELL_2000,Equity,,active,not_checked,
STE,,equity,SP_500,Equity,,active,not_checked,
STLD,,equity,SP_500,Equity,,active,not_checked,
STOR,,equity,RUSSELL_2000,Equity,,active,not_checked,
STRL,,equity,RUSSELL_2000,Equity,,active,not_checked,
STT,,equity,SP_500,Equity,,active,not_checked,
STX,,equity,SP_500,Equity,,active,not_checked,
SWK,,equity,SP_500,Equity,,active,not_checked,
SWKS,,equity,SP_500,Equity,,active,not_checked,
SYF,,equity,SP_500,Equity,,active,not_checked,
SYK,,equity,SP_500,Equity,,active,not_checked,
SYY,,equity,SP_500,Equity,,active,not_checked,
T,,equity,SP_500,Equity,,active,not_checked,
TCS,,equity,RUSSELL_2000,Equity,,active,not_checked,
TDG,,equity,SP_500,Equity,,active,not_checked,
TDY,,equity,RUSSELL_2000,Equity,,active,not_checked,
TEAM,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
TECH,,equity,RUSSELL_3000,Equity,,active,not_checked,
TENB,,equity,RUSSELL_2000,Equity,,active,not_checked,
TER,,equity,SP_500,Equity,,active,not_checked,
TEX,,equity,RUSSELL_2000,Equity,,active,not_checked,
TFC,,equity,SP_500,Equity,,active,not_checked,
TFX,,equity,SP_500,Equity,,active,not_checked,
TJX,,equity,SP_500,Equity,,active,not_checked,
TLRY,,equity,RUSSELL_2000,Equity,,active,not_checked,
TMO,,equity,SP_500,Equity,,active,not_checked,
TMUS,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
TNC,,equity,RUSSELL_2000,Equity,,active,not_checked,
TNET,,equity,RUSSELL_2000,Equity,,active,not_checked,
TPR,,equity,SP_500,Equity,,active,not_checked,
TRGP,,equity,SP_500,Equity,,active,not_checked,
TRIP,,equity,RUSSELL_2000,Equity,,active,not_checked,
TROW,,equity,SP_500,Equity,,active,not_checked,
TRS,,equity,RUSSELL_2000,Equity,,active,not_checked,
TRU,,equity,RUSSELL_2000,Equity,,active,not_checked,
TRV,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
TSCO,,equity,SP_500,Equity,,active,not_checked,
TSLA,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
TT,,equity,SP_500,Equity,,active,not_checked,
TTC,,equity,RUSSELL_2000,Equity,,active,not_checked,
TTEC,,equity,RUSSELL_2000,Equity,,active,not_checked,
TTWO,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
TWLO,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
TWOU,,equity,RUSSELL_2000,Equity,,active,not_checked,
TXN,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
TXT,,equity,SP_500,Equity,,active,not_checked,
U,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
UA,,equity,RUSSELL_2000,Equity,,active,not_checked,
UAA,,equity,RUSSELL_2000,Equity,,active,not_checked,
UAL,,equity,"RUSSELL_3000,SP_500",Equity,,active,not_checked,
UBER,,equity,RUSSELL_2000,Equity,,active,not_checked,
UBSI,,equity,RUSSELL_2000,Equity,,active,not_checked,
UCTT,,equity,RUSSELL_2000,Equity,,active,not_checked,
UDR,,equity,SP_500,Equity,,active,not_checked,
UHS,,equity,SP_500,Equity,,active,not_checked,
ULTA,,equity,SP_500,Equity,,active,not_checked,
UMBF,,equity,RUSSELL_2000,Equity,,active,not_checked,
UNF,,equity,RUSSELL_2000,Equity,,active,not_checked,
UNH,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
UNP,,equity,SP_500,Equity,,active,not_checked,
UPLD,,equity,RUSSELL_2000,Equity,,active,not_checked,
UPS,,equity,SP_500,Equity,,active,not_checked,
UPST,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
UPWK,,equity,RUSSELL_2000,Equity,,active,not_checked,
URBN,,equity,RUSSELL_2000,Equity,,active,not_checked,
URI,,equity,SP_500,Equity,,active,not_checked,
USB,,equity,SP_500,Equity,,active,not_checked,
V,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
VAR,,equity,SP_500,Equity,,active,not_checked,
VCYT,,equity,RUSSELL_3000,Equity,,active,not_checked,
VECO,,equity,RUSSELL_2000,Equity,,active,not_checked,
VEEV,,equity,RUSSELL_2000,Equity,,active,not_checked,
VFC,,equity,SP_500,Equity,,active,not_checked,
VIAV,,equity,RUSSELL_2000,Equity,,active,not_checked,
VICI,,equity,SP_500,Equity,,active,not_checked,
VIRT,,equity,RUSSELL_2000,Equity,,active,not_checked,
VITL,,equity,RUSSELL_2000,Equity,,active,not_checked,
VLO,,equity,SP_500,Equity,,active,not_checked,
VLY,,equity,RUSSELL_2000,Equity,,active,not_checked,
VMC,,equity,SP_500,Equity,,active,not_checked,
VRA,,equity,RUSSELL_2000,Equity,,active,not_checked,
VRRM,,equity,RUSSELL_2000,Equity,,active,not_checked,
VRSK,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
VRSN,,equity,SP_500,Equity,,active,not_checked,
VRTX,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
VSAT,,equity,RUSSELL_2000,Equity,,active,not_checked,
VSTO,,equity,RUSSELL_2000,Equity,,active,not_checked,
VTR,,equity,SP_500,Equity,,active,not_checked,
VTRS,,equity,SP_500,Equity,,active,not_checked,
VUZI,,equity,RUSSELL_2000,Equity,,active,not_checked,
VZ,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
W,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
WAB,,equity,SP_500,Equity,,active,not_checked,
WAL,,equity,RUSSELL_2000,Equity,,active,not_checked,
WARM,,equity,RUSSELL_2000,Equity,,active,not_checked,
WAT,,equity,SP_500,Equity,,active,not_checked,
WBA,,equity,"DOW_JONES,NASDAQ_COMPOSITE",Equity,,active,not_checked,
WBD,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
WDAY,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
WEAV,,equity,RUSSELL_2000,Equity,,active,not_checked,
WEC,,equity,SP_500,Equity,,active,not_checked,
WELL,,equity,SP_500,Equity,,active,not_checked,
WEN,,equity,RUSSELL_2000,Equity,,active,not_checked,
WERN,,equity,RUSSELL_2000,Equity,,active,not_checked,
WFC,,equity,SP_500,Equity,,active,not_checked,
WHR,,equity,SP_500,Equity,,active,not_checked,
WING,,equity,RUSSELL_2000,Equity,,active,not_checked,
