date,IONQ,RGTI,IBM,GOOGL,MSFT,NVDA,AMD
2025-09-09,534.5,174.77,135.64,180.91,159.23,197.87,245.16
2025-09-10,540.36,173.83,137.92,178.88,159.38,197.44,250.35
2025-09-11,543.12,174.59,138.78,181.33,162.52,199.52,250.16
2025-09-12,558.18,177.41,133.98,183.07,163.07,199.92,248.07
2025-09-13,553.54,181.76,134.65,186.76,163.26,203.9,251.34
2025-09-14,549.14,181.26,133.89,183.34,160.01,201.81,250.81
2025-09-15,556.68,186.31,135.04,182.05,161.88,204.16,246.91
2025-09-16,543.02,188.85,137.02,182.91,163.53,203.67,242.35
2025-09-17,538.71,185.46,137.49,180.47,168.92,203.57,248.03
2025-09-18,537.92,182.04,140.99,182.29,168.22,203.95,248.64
2025-09-19,538.08,180.56,140.68,185.73,168.86,204.83,246.56
2025-09-20,534.25,184.56,142.07,184.2,169.58,204.57,245.82
2025-09-21,519.9,183.26,143.86,184.4,173.68,205.34,248.92
2025-09-22,531.19,178.15,143.72,188.52,173.51,210.3,247.95
2025-09-23,542.31,177.63,145.47,193.7,174.33,213.51,242.68
2025-09-24,529.04,172.44,144.25,195.96,176.0,216.4,243.99
2025-09-25,534.65,169.8,143.41,197.81,176.58,215.03,248.54
2025-09-26,533.83,168.39,140.65,195.37,175.49,212.27,252.92
2025-09-27,538.58,168.85,141.23,196.52,176.09,215.42,250.92
2025-09-28,541.12,171.53,141.99,198.26,179.01,218.36,255.82
2025-09-29,529.56,173.4,144.58,197.73,176.35,223.29,256.77
2025-09-30,536.19,170.42,146.36,196.07,176.79,221.38,261.68
2025-10-01,532.02,169.56,145.81,192.4,175.02,220.73,264.06
2025-10-02,511.57,169.83,143.31,187.48,178.24,215.41,258.16
2025-10-03,513.35,169.25,144.31,182.1,174.26,214.25,265.06
2025-10-04,501.57,168.65,146.79,183.77,172.88,217.56,265.4
2025-10-05,510.44,164.38,148.52,184.27,173.95,216.15,267.82
2025-10-06,508.46,161.62,151.01,183.02,178.12,218.33,262.56
2025-10-07,509.32,160.72,150.61,182.21,178.03,217.82,264.68
2025-10-08,513.55,153.35,149.63,182.87,176.64,218.98,269.19
2025-10-09,514.61,154.9,148.05,182.51,181.71,215.32,277.14
2025-10-10,510.31,151.78,148.0,178.93,177.86,215.71,283.1
2025-10-11,519.21,153.42,147.9,181.47,172.08,206.14,285.6
2025-10-12,518.62,154.88,148.43,182.39,173.3,205.66,279.12
2025-10-13,510.14,153.69,148.22,183.21,172.08,200.73,279.82
2025-10-14,513.1,156.08,148.0,185.6,169.53,204.47,277.47
2025-10-15,512.74,157.89,146.35,183.43,171.42,206.95,278.59
2025-10-16,512.82,157.24,148.49,186.86,172.13,208.5,273.64
2025-10-17,514.05,156.33,148.73,186.56,170.76,213.37,272.92
2025-10-18,514.73,158.98,148.42,189.14,167.57,210.43,270.94
2025-10-19,526.24,159.61,146.83,191.32,169.84,216.06,268.84
2025-10-20,520.18,162.19,143.97,188.44,171.59,219.18,266.81
2025-10-21,504.21,156.46,146.86,189.95,171.42,218.52,266.4
2025-10-22,504.47,156.77,148.16,190.98,176.25,222.35,267.67
2025-10-23,511.01,153.14,144.62,191.16,173.51,218.77,257.78
2025-10-24,499.28,153.16,146.35,190.98,169.63,216.17,248.72
2025-10-25,502.26,154.87,148.45,190.83,167.95,214.31,247.58
2025-10-26,491.91,158.99,148.8,193.25,167.92,212.71,246.97
2025-10-27,498.38,156.83,152.44,195.03,168.62,209.45,247.79
2025-10-28,498.71,155.67,153.01,195.21,168.09,213.4,245.21
2025-10-29,492.38,155.53,149.84,190.94,169.06,212.68,245.37
2025-10-30,480.78,153.33,150.73,192.45,165.97,213.91,245.96
2025-10-31,496.75,155.66,151.36,194.64,169.65,212.18,243.37
2025-11-01,514.18,155.57,150.07,201.45,169.53,206.49,247.19
2025-11-02,506.11,155.94,151.43,204.8,172.45,207.43,247.97
2025-11-03,498.0,157.46,147.72,199.07,173.42,201.59,250.13
2025-11-04,498.83,157.37,149.99,199.4,174.7,201.48,250.51
2025-11-05,496.2,155.52,148.09,204.92,176.28,197.45,258.54
2025-11-06,494.02,155.45,145.98,206.94,177.55,203.43,260.98
2025-11-07,496.37,153.53,145.8,208.07,179.35,206.31,259.2
2025-11-08,510.9,153.86,146.82,210.98,183.02,206.74,262.53
2025-11-09,521.59,156.24,147.25,209.11,183.65,210.77,256.21
2025-11-10,519.35,153.56,145.69,210.72,185.69,208.2,256.8
2025-11-11,525.23,150.11,144.65,210.03,185.54,210.0,258.15
2025-11-12,510.94,150.3,142.27,210.08,189.64,210.73,258.79
2025-11-13,512.24,148.64,141.86,212.79,187.81,211.67,257.62
2025-11-14,510.68,148.78,144.22,209.94,192.98,215.82,253.84
2025-11-15,518.31,149.57,144.28,214.1,192.96,218.3,250.96
2025-11-16,523.41,144.84,146.21,212.85,188.91,219.35,251.47
2025-11-17,526.09,146.41,149.48,213.79,189.37,214.02,247.4
2025-11-18,529.99,143.91,148.23,209.4,187.53,211.04,254.09
2025-11-19,526.81,143.94,147.89,211.77,189.99,210.76,244.15
2025-11-20,534.72,142.59,152.78,216.47,188.22,211.16,243.09
2025-11-21,538.67,141.48,156.17,214.91,187.06,207.68,243.61
2025-11-22,537.63,145.14,152.33,211.44,181.85,215.3,245.59
2025-11-23,538.7,145.91,153.29,212.42,180.71,220.31,242.34
2025-11-24,545.79,147.96,153.37,217.17,174.23,222.41,246.58
2025-11-25,553.75,148.37,155.35,212.55,170.17,222.76,241.55
2025-11-26,551.18,149.83,153.69,209.13,172.2,222.16,239.62
2025-11-27,544.07,150.84,151.83,207.81,174.32,219.1,241.97
2025-11-28,540.62,151.49,150.37,205.36,175.52,219.46,245.87
2025-11-29,537.61,154.08,149.15,202.94,173.06,220.42,240.81
2025-11-30,538.88,154.52,151.05,196.67,173.02,216.43,250.49
2025-12-01,548.82,159.9,148.45,198.51,173.1,217.62,247.24
2025-12-02,545.22,162.28,147.14,199.61,170.18,217.22,242.5
2025-12-03,548.67,159.59,143.26,194.63,174.1,211.11,244.45
2025-12-04,547.43,159.24,145.5,198.98,176.48,208.49,243.29
2025-12-05,547.86,160.27,148.35,204.09,175.98,207.31,241.6
2025-12-06,550.62,160.46,147.69,201.9,176.14,213.28,243.88
2025-12-07,560.82,162.19,147.11,205.53,176.78,215.17,238.42
2025-12-08,563.18,164.21,148.18,203.87,171.45,210.96,232.45
2025-12-09,541.66,160.95,151.53,204.52,170.9,212.61,230.48
2025-12-10,540.31,164.12,152.54,202.06,169.24,207.78,234.32
2025-12-11,553.3,162.98,151.02,208.87,166.78,211.26,232.49
2025-12-12,563.05,161.6,147.42,208.05,166.16,209.87,238.19
2025-12-13,570.01,160.23,145.03,208.55,170.73,209.68,242.6
2025-12-14,580.38,162.25,145.26,206.5,172.45,213.95,243.75
2025-12-15,587.84,161.69,143.91,212.37,171.06,209.93,245.11
2025-12-16,598.37,160.16,144.4,218.49,172.62,205.64,246.27
2025-12-17,588.64,159.22,143.28,223.94,176.32,203.94,246.98
2025-12-18,588.4,155.01,141.07,227.27,178.86,207.22,245.75
2025-12-19,590.0,153.13,138.65,225.25,179.11,202.6,244.95
2025-12-20,590.77,150.36,141.97,228.16,177.46,194.09,241.14
