date,IBM,MSFT,GOOGL,NVDA,AMZN,SNOW
2025-10-31,151.36,169.65,194.64,212.18,249.0,179.49
2025-11-01,150.07,169.53,201.45,206.49,245.75,183.44
2025-11-02,151.43,172.45,204.8,207.43,243.46,189.66
2025-11-03,147.72,173.42,199.07,201.59,241.41,190.27
2025-11-04,149.99,174.7,199.4,201.48,246.5,186.5
2025-11-05,148.09,176.28,204.92,197.45,238.73,188.99
2025-11-06,145.98,177.55,206.94,203.43,250.09,188.97
2025-11-07,145.8,179.35,208.07,206.31,254.17,186.05
2025-11-08,146.82,183.02,210.98,206.74,255.15,186.76
2025-11-09,147.25,183.65,209.11,210.77,255.07,183.18
2025-11-10,145.69,185.69,210.72,208.2,256.29,183.81
2025-11-11,144.65,185.54,210.03,210.0,258.42,181.36
2025-11-12,142.27,189.64,210.08,210.73,261.05,176.1
2025-11-13,141.86,187.81,212.79,211.67,263.36,171.8
2025-11-14,144.22,192.98,209.94,215.82,263.84,170.32
2025-11-15,144.28,192.96,214.1,218.3,263.19,171.69
2025-11-16,146.21,188.91,212.85,219.35,262.73,175.0
2025-11-17,149.48,189.37,213.79,214.02,262.09,178.84
2025-11-18,148.23,187.53,209.4,211.04,266.68,174.87
2025-11-19,147.89,189.99,211.77,210.76,269.19,174.37
2025-11-20,152.78,188.22,216.47,211.16,257.45,172.86
2025-11-21,156.17,187.06,214.91,207.68,260.11,172.67
2025-11-22,152.33,181.85,211.44,215.3,261.0,176.41
2025-11-23,153.29,180.71,212.42,220.31,261.06,176.93
2025-11-24,153.37,174.23,217.17,222.41,259.67,179.32
2025-11-25,155.35,170.17,212.55,222.76,264.17,185.35
2025-11-26,153.69,172.2,209.13,222.16,268.06,181.1
2025-11-27,151.83,174.32,207.81,219.1,265.09,179.9
2025-11-28,150.37,175.52,205.36,219.46,266.84,181.53
2025-11-29,149.15,173.06,202.94,220.42,263.08,182.35
2025-11-30,151.05,173.02,196.67,216.43,257.77,185.3
2025-12-01,148.45,173.1,198.51,217.62,255.47,184.33
2025-12-02,147.14,170.18,199.61,217.22,258.91,184.99
2025-12-03,143.26,174.1,194.63,211.11,262.74,182.99
2025-12-04,145.5,176.48,198.98,208.49,264.89,186.0
2025-12-05,148.35,175.98,204.09,207.31,267.91,186.21
2025-12-06,147.69,176.14,201.9,213.28,270.11,190.22
2025-12-07,147.11,176.78,205.53,215.17,267.65,194.34
2025-12-08,148.18,171.45,203.87,210.96,269.52,190.7
2025-12-09,151.53,170.9,204.52,212.61,272.89,195.28
2025-12-10,152.54,169.24,202.06,207.78,276.11,198.1
2025-12-11,151.02,166.78,208.87,211.26,281.17,197.74
2025-12-12,147.42,166.16,208.05,209.87,284.3,200.33
2025-12-13,145.03,170.73,208.55,209.68,285.94,198.9
2025-12-14,145.26,172.45,206.5,213.95,290.68,203.06
2025-12-15,143.91,171.06,212.37,209.93,290.71,203.47
2025-12-16,144.4,172.62,218.49,205.64,287.01,206.28
2025-12-17,143.28,176.32,223.94,203.94,286.45,204.43
2025-12-18,141.07,178.86,227.27,207.22,283.39,205.4
2025-12-19,138.65,179.11,225.25,202.6,280.66,208.23
2025-12-20,141.97,177.46,228.16,194.09,280.19,209.29
